time,open,high,low,close,tick_volume,spread,real_volume,wavy_h,wavy_c,wavy_l,tunnel1,tunnel2,long_term_ema,peak,dip
2023-01-02 18:00:00,1.06602,1.06696,1.0651,1.06554,1510,0,0,1.0687003326918603,1.0676681310741867,1.0671148859166448,1.0678183784639341,1.0678251774882934,1.067831240518479,False,False
2023-01-02 19:00:00,1.06549,1.06621,1.06544,1.06607,744,0,0,1.0684341593970468,1.0674973186301504,1.066935869713578,1.0676723970403899,1.067680370394959,1.0676874834414725,False,False
2023-01-02 20:00:00,1.06604,1.0661100000000001,1.06522,1.06526,703,0,0,1.0681975176458884,1.0672695188504924,1.06676116292957,1.0674840980305327,1.067493875320576,1.0675025971101826,False,False
2023-01-02 21:00:00,1.06525,1.06577,1.06499,1.06574,504,0,0,1.067960922131046,1.0671204458662007,1.066588538353225,1.0673561829537177,1.0673670174589038,1.0673766879318431,False,False
2023-01-02 22:00:00,1.06575,1.06685,1.06559,1.0667,646,7,0,1.067856843800652,1.0670810557932582,1.06649498885796,1.0673107621393376,1.0673215271960803,1.0673311493544388,False,False
2023-01-02 23:00:00,1.06651,1.06727,1.0658,1.06665,508,9,0,1.0678038028065087,1.067042095463814,1.0664321733354925,1.0672674263140143,1.0672781758935947,1.067287796645511,False,False
2023-01-03 00:00:00,1.06642,1.06652,1.06628,1.06648,213,11,0,1.0676915011982164,1.0669929257437605,1.06641886185944,1.0672183262354555,1.0672292324245505,1.06723900330642,False,False
2023-01-03 01:00:00,1.0665499999999999,1.0683,1.06493,1.06762,3072,2,0,1.067743163032207,1.0670461646425564,1.0662924567884822,1.0672422126848915,1.0672520626231092,1.0672609113289415,False,False
2023-01-03 02:00:00,1.06762,1.06781,1.06665,1.06706,2527,1,0,1.067748684265891,1.0670473075466118,1.0663219925332676,1.0672318502848546,1.0672413417860174,1.0672498829681694,False,False
2023-01-03 03:00:00,1.06705,1.06742,1.06503,1.06597,4863,0,0,1.0677222067266003,1.066960523797422,1.066217914587917,1.0671630526780227,1.067173370595646,1.0671826496031096,False,False
2023-01-03 04:00:00,1.06596,1.06778,1.06575,1.06766,3829,1,0,1.0677267558209658,1.0670155818182716,1.0661810835262704,1.0671890865384026,1.067198346341993,1.0672067011065278,False,False
2023-01-03 05:00:00,1.06765,1.06784,1.06687,1.06724,2859,0,0,1.067735481420101,1.0670328735069845,1.0662341653626937,1.0671916546556048,1.0672004028198008,1.067208313680757,False,False
2023-01-03 06:00:00,1.06724,1.06802,1.06668,1.0667,2028,0,0,1.0677569759949905,1.067007725853966,1.06626784690997,1.0671677319017834,1.0671765928918775,1.067184609506905,False,False
2023-01-03 07:00:00,1.0667,1.06709,1.06588,1.06637,3327,0,0,1.0677074984434844,1.0669604181337133,1.0662390756864049,1.0671302238530156,1.0671395410531215,1.0671479660327983,False,False
2023-01-03 08:00:00,1.06637,1.06677,1.06516,1.06522,4216,0,0,1.0676391181559088,1.0668334736109653,1.0661603688829269,1.0670432964389314,1.0670542781328394,1.0670641759715978,False,False
2023-01-03 09:00:00,1.06523,1.06588,1.06198,1.06234,6989,0,0,1.0675128049439535,1.0665108204209388,1.065860198130333,1.0668358453014462,1.0668514989811961,1.0668655186965885,False,False
2023-01-03 10:00:00,1.06234,1.06284,1.05505,1.0552,13028,0,0,1.0671821233454082,1.0657103846607223,1.0650951900375052,1.0663377165669146,1.0663655101262994,1.0663902269391647,False,False
2023-01-03 11:00:00,1.0552,1.05611,1.05339,1.05476,9896,0,0,1.0664091113492127,1.0649458719794935,1.0642779798209578,1.0658560526324337,1.065895513857059,1.0659305286001632,False,False
2023-01-03 12:00:00,1.05479,1.05551,1.05252,1.05311,7183,0,0,1.0656577011402912,1.0641298793034006,1.0634673572123174,1.0653401303718892,1.0653921921032783,1.06543833915103,False,False
2023-01-03 13:00:00,1.05312,1.0536,1.05196,1.05285,6122,0,0,1.0648361093987144,1.0633612870507125,1.0626832649924975,1.0648477068713502,1.0649117112553248,1.064968428120056,False,True
2023-01-03 14:00:00,1.05284,1.05492,1.0524,1.05357,6214,0,0,1.0641677906510862,1.0627013809891428,1.0619902009585118,1.0644141949155046,1.0644884549288967,1.0645542744065348,False,False
2023-01-03 15:00:00,1.05356,1.057,1.05305,1.05604,8523,0,0,1.0636896046158513,1.0622569791477043,1.061393771813374,1.0641000361152815,1.0641810267359089,1.0642528667015911,False,False
2023-01-03 16:00:00,1.05604,1.05974,1.05554,1.05743,10225,0,0,1.0634286117555203,1.061938008714699,1.0610069501443984,1.0638556073506125,1.0639412695061492,1.0640173297279099,False,False
2023-01-03 17:00:00,1.05747,1.05822,1.05543,1.05555,11970,0,0,1.0630874718254528,1.061519623749858,1.0606416857569667,1.063558041950352,1.0636501737600832,1.0637320332404634,False,False
2023-01-03 18:00:00,1.05554,1.0559,1.05372,1.05581,9358,0,0,1.0626206250734063,1.061148767436573,1.0601921025665488,1.063286437001535,1.0633842912148084,1.0634713005805136,False,False
2023-01-03 19:00:00,1.05582,1.05593,1.05403,1.05461,5669,0,0,1.0621894176572322,1.0607273471686078,1.0597949581597457,1.062988619544783,1.0630931777156414,1.0631862009182775,False,False
2023-01-03 20:00:00,1.05463,1.05609,1.05433,1.05567,4387,0,0,1.0617991646988247,1.0604037679672553,1.0594452991907644,1.0627424630030369,1.0628520547098308,1.0629496351882037,False,False
2023-01-03 21:00:00,1.05567,1.05686,1.05552,1.05665,5400,0,0,1.0614852936584032,1.060165225798847,1.0591958566602766,1.06254153402932,1.0626546858106538,1.0627555375123556,False,False
2023-01-03 22:00:00,1.05668,1.05689,1.05505,1.05516,5418,0,0,1.0611951330700486,1.059849180868838,1.0589340748684688,1.0623026745440174,1.0624208712769199,1.0625262940459337,False,False
2023-01-03 23:00:00,1.05517,1.0554,1.05459,1.0547,1885,0,0,1.0608313935181164,1.0595259854012946,1.0586614129939065,1.0620611434159137,1.062184591889543,1.062294770021769,False,False
2023-01-04 00:00:00,1.05465,1.05471,1.05428,1.05462,3703,26,0,1.0604493243538646,1.0592197764087579,1.0583879453928007,1.061828918512244,1.061957375370854,1.062072100097118,False,False
2023-01-04 01:00:00,1.05462,1.05539,1.05402,1.05455,3384,2,0,1.0601352008771656,1.0589298391961326,1.0581167482730174,1.0616056447017488,1.0617388736366686,1.0618579421124652,False,False
2023-01-04 02:00:00,1.05455,1.05612,1.05453,1.05579,2374,1,0,1.0598871317136849,1.058735852069043,1.0578951499841835,1.0614302167919598,1.0615664521617938,1.0616883260717087,False,False
2023-01-04 03:00:00,1.05583,1.05691,1.05569,1.05667,2971,0,0,1.0597040465128902,1.0586088079953349,1.0577595394817052,1.0612889386478552,1.0614269362996422,1.06155053042481,False,False
2023-01-04 04:00:00,1.05667,1.05694,1.05612,1.05646,2242,0,0,1.0595348023940543,1.0584772352761271,1.0576591495593273,1.061147862031309,1.061287740656166,1.061413157316798,False,False
2023-01-04 05:00:00,1.0565,1.05698,1.05646,1.05686,1619,0,0,1.0593790072544231,1.0583786141865874,1.057586023875138,1.0610244954018515,1.061165640981575,1.0612923439135413,False,False
2023-01-04 06:00:00,1.05687,1.05743,1.05656,1.05729,1970,0,0,1.059260608746888,1.0583124829319803,1.0575236948636701,1.0609186353296063,1.061060429580298,1.061187878215768,False,False
2023-01-04 07:00:00,1.05725,1.0578400000000001,1.05647,1.05693,3032,0,0,1.0591746194632656,1.0582288013995376,1.057459914835086,1.0608071931347742,1.0609500001147092,1.0610785091901347,False,False
2023-01-04 08:00:00,1.05693,1.0575,1.05594,1.05701,2577,0,0,1.0590735971057805,1.0581552765221618,1.0573682251209837,1.0607025797688252,1.0608462156381668,1.0609756233630923,False,False
2023-01-04 09:00:00,1.05692,1.06058,1.0567,1.05937,7846,0,0,1.0591641833952055,1.0582283229116483,1.057328041957208,1.060666365159525,1.0608078889622576,1.0609356331928619,False,False
2023-01-04 10:00:00,1.05936,1.06354,1.05903,1.0616,12095,0,0,1.0594265347245322,1.058430471229569,1.057430082557926,1.06069140283078,1.0608281664726238,1.0609519362951814,True,False
2023-01-04 11:00:00,1.06155,1.06301,1.06056,1.06109,7609,0,0,1.0596407783200386,1.0585894757021477,1.057617210021116,1.0607019547443597,1.0608347777702005,1.0609552755662586,False,False
2023-01-04 12:00:00,1.06109,1.06229,1.06085,1.06207,5562,0,0,1.0597987489147547,1.058797016089354,1.0578099782441073,1.0607377170451764,1.0608655521347936,1.0609818583565351,False,False
2023-01-04 13:00:00,1.06207,1.06244,1.06023,1.06045,4942,0,0,1.0599558536364284,1.0588953375169017,1.0579539239850209,1.060730287525756,1.0608553334252682,1.0609693489900325,False,False
2023-01-04 14:00:00,1.06045,1.06112,1.05987,1.06071,5816,0,0,1.060024936892908,1.059003023970828,1.0580676285628297,1.060729769881776,1.060851804835135,1.0609633307403328,False,False
2023-01-04 15:00:00,1.06075,1.06197,1.05949,1.06105,7928,0,0,1.060140108308585,1.0591242298722083,1.058151850268254,1.0607378460051653,1.060856557393736,1.0609653156099619,False,False
2023-01-04 16:00:00,1.06106,1.06286,1.06023,1.06243,9981,0,0,1.060300826432664,1.0593195674936482,1.0582746479250489,1.0607800395741822,1.060893831976065,1.0609984304255122,False,False
2023-01-04 17:00:00,1.06239,1.06251,1.05812,1.06034,15746,0,0,1.060431112602045,1.0593797475738058,1.0582655275525914,1.0607691881664307,1.060880866408605,1.0609837301617697,False,False
2023-01-04 18:00:00,1.06034,1.06208,1.05928,1.06191,9324,0,0,1.0605281780098055,1.059528696485533,1.058325246719523,1.0607970182402762,1.0609046817444963,1.0610041574599642,False,False
2023-01-04 19:00:00,1.06194,1.06201,1.06048,1.06074,5581,0,0,1.0606152585844015,1.059599879803602,1.0584518726941798,1.0607956418739024,1.0609009136864769,1.0609984015822864,False,False
2023-01-04 20:00:00,1.06074,1.06129,1.05956,1.05991,4637,0,0,1.0606548461065821,1.0596180747592838,1.0585168872512887,1.060774482233587,1.0608784900055344,1.0609749632726397,False,False
2023-01-04 21:00:00,1.05992,1.06068,1.05851,1.06056,11584,0,0,1.0606563196507552,1.0596732538294553,1.0585164837881413,1.0607694090845405,1.060871360262094,1.060966129531392,False,False
2023-01-04 22:00:00,1.06056,1.06103,1.06012,1.06035,6507,0,0,1.060678178837808,1.0597128414640715,1.0586102847088692,1.060759585657953,1.060859811709935,1.0609531604021827,False,False
2023-01-04 23:00:00,1.06039,1.06082,1.0601,1.0603,1621,0,0,1.0606864637341378,1.0597471420404048,1.0586973107673034,1.0607489238749677,1.0608475388938041,1.0609395627191573,False,False
2023-01-05 00:00:00,1.06015,1.06091,1.05973,1.0605,1026,9,0,1.06069950562715,1.0597910664252228,1.058757561494119,1.0607432029767379,1.0608399963788424,1.0609305101583661,False,False
2023-01-05 01:00:00,1.06065,1.06112,1.06017,1.06061,1777,0,0,1.0607240093290515,1.0598387885958132,1.058839869306867,1.0607401695122753,1.0608350539653677,1.060923978941557,False,False
2023-01-05 02:00:00,1.06056,1.06311,1.0603,1.06289,3327,0,0,1.0608628924524628,1.0600163927143713,1.0589248602138814,1.060788692393259,1.0608787876080705,1.0609636282291512,False,False
2023-01-05 03:00:00,1.06289,1.06315,1.06184,1.06204,3431,1,0,1.0609958781986122,1.0601340570214486,1.0590943634101804,1.0608166893661526,1.060903267701494,1.0609851161719168,False,False
2023-01-05 04:00:00,1.06202,1.06202,1.06088,1.06174,3310,1,0,1.0610553669365388,1.0602273423326747,1.059198086685068,1.060837171915841,1.0609207444422863,1.0610000367507286,False,False
2023-01-05 05:00:00,1.06174,1.06196,1.06061,1.06069,2484,1,0,1.061107865269681,1.0602541916236536,1.0592800238799036,1.0608339342480289,1.0609159684743263,1.0609939683137692,False,False
2023-01-05 06:00:00,1.06068,1.06114,1.06036,1.06043,2196,0,0,1.0611097284780189,1.060264385193957,1.0593426421278798,1.060825120336398,1.0609059989195961,1.0609830348159681,False,False
2023-01-05 07:00:00,1.06043,1.06106,1.06017,1.06106,2453,0,0,1.061106847579122,1.0603104772102092,1.0593905731017612,1.0608302046372404,1.0609091308192364,1.0609845129701507,False,False
2023-01-05 08:00:00,1.06107,1.062,1.0602800000000001,1.06034,2767,0,0,1.0611585493708382,1.0603121861918936,1.0594420592346592,1.060819676151446,1.0608976548547329,1.0609722482943746,False,False
2023-01-05 09:00:00,1.06027,1.06123,1.05902,1.06055,5644,0,0,1.0611626823486517,1.0603259422526057,1.0594176457134161,1.0608139282884694,1.0608907031254764,1.0609642854707915,False,False
2023-01-05 10:00:00,1.06055,1.06279,1.06051,1.06202,8517,0,0,1.06125674669268,1.060423864394987,1.0594807874051007,1.0608394425472842,1.0609131002609031,1.0609840185183887,False,False
2023-01-05 11:00:00,1.062,1.06291,1.06096,1.06235,5647,0,0,1.0613522471300467,1.0605351279212063,1.0595662343533365,1.0608711646247289,1.0609413699440087,1.061009329712267,False,False
2023-01-05 12:00:00,1.06238,1.0626,1.061,1.06187,4977,0,0,1.0614242789454502,1.0606121890616629,1.0596490045435554,1.0608919903191476,1.0609594965178688,1.0610251419932806,False,False
2023-01-05 13:00:00,1.06188,1.06221,1.06031,1.06111,4401,0,0,1.0614696114369562,1.0606409104634924,1.0596871409416335,1.060896503963721,1.0609624116925342,1.061026687989088,False,False
2023-01-05 14:00:00,1.06111,1.06175,1.05982,1.05995,5003,0,0,1.0614857796339627,1.0606010701206259,1.0596948020652057,1.0608770421626144,1.0609429498046095,1.0610072330798086,False,False
2023-01-05 15:00:00,1.05995,1.06083,1.05514,1.05524,12493,0,0,1.0614479847382143,1.0602920927205752,1.0594322927399802,1.0607619138383348,1.060834131949694,1.0609038629506848,False,False
2023-01-05 16:00:00,1.05524,1.05621,1.05358,1.05393,11756,0,0,1.0611462492370143,1.0599256026806714,1.0590951698632785,1.0606233010736932,1.0607033511932051,1.0607798543313853,False,False
2023-01-05 17:00:00,1.05393,1.05675,1.0515,1.05185,13031,0,0,1.0608931191822255,1.0594606204563246,1.0586578503074546,1.060446448304,1.0605368427118,1.0606222983701932,False,False
2023-01-05 18:00:00,1.05185,1.0532,1.05173,1.05211,8313,0,0,1.0604503527880378,1.0590375660830074,1.0582591278611428,1.0602794644861653,1.0603794641129773,1.060473256307378,False,False
2023-01-05 19:00:00,1.05211,1.05333,1.05187,1.05299,5702,0,0,1.0600407193762087,1.058689650017387,1.0578915617696467,1.060134357452187,1.06024240668557,1.060343214725417,False,False
2023-01-05 20:00:00,1.05299,1.05433,1.05292,1.0536,6368,0,0,1.0597123091980585,1.0583969560923632,1.0576056588248695,1.060005072244312,1.060120035482345,1.0602268972831648,False,False
2023-01-05 21:00:00,1.05362,1.05387,1.0529,1.05302,4868,0,0,1.0593764541205661,1.058087852629357,1.0573351460266416,1.0598676926672375,1.0599900986330764,1.0601034823669548,False,False
2023-01-05 22:00:00,1.05301,1.05307,1.0520100000000001,1.0520100000000001,4825,0,0,1.0590140414961264,1.057738577033237,1.0570291261761608,1.0597140532977465,1.0598450042210126,1.059965872331493,False,False
2023-01-05 23:00:00,1.0521,1.05229,1.05152,1.05207,1907,0,0,1.0586277565913271,1.057412926791356,1.0567126361185502,1.059565447078704,1.0597045402453966,1.0598325623209413,False,False
2023-01-06 00:00:00,1.05205,1.05232,1.05178,1.05198,1390,18,0,1.0582654972137302,1.057100909571054,1.056429350981537,1.0594188083745002,1.0595658618237165,1.05970089640891,False,False
2023-01-06 01:00:00,1.05203,1.05257,1.05185,1.05206,1491,2,0,1.0579384945207804,1.0568114895357537,1.0561664309858403,1.059277334505562,1.0594319380838506,1.0595736470130057,False,False
2023-01-06 02:00:00,1.05209,1.05312,1.05189,1.0529,3148,0,0,1.057661919338612,1.0565869752344021,1.0559209695302263,1.059155391967653,1.0593160957025725,1.0594632459943316,False,False
2023-01-06 03:00:00,1.05292,1.05326,1.05225,1.0525,2343,0,0,1.057409319636839,1.0563524482824183,1.0557103146460218,1.0590288070879386,1.0591959312417794,1.0593488086263079,False,False
2023-01-06 04:00:00,1.05251,1.05338,1.0525,1.05265,2019,1,0,1.0571781569344363,1.0561400382411186,1.05552613838898,1.0589081136643526,1.059081202511468,1.059239426410701,False,False
2023-01-06 05:00:00,1.05266,1.05362,1.05259,1.05321,2734,0,0,1.056974071299253,1.055971979685364,1.0553577299463108,1.0588008496814552,1.058978889097148,1.0591415982574828,False,False
2023-01-06 06:00:00,1.05317,1.05345,1.05242,1.05243,1173,0,0,1.0567719840177965,1.0557688654504898,1.0551892663120395,1.0586815221787131,1.0588654085861786,1.0590333808358927,False,False
2023-01-06 07:00:00,1.05244,1.05253,1.05106,1.05143,2651,0,0,1.0565287772730991,1.05552010417806,1.0549525220401312,1.058546366754296,1.05873727912978,1.058911536592649,False,False
2023-01-06 08:00:00,1.05148,1.05224,1.05104,1.05127,2657,0,0,1.0562829345263811,1.0552764782636237,1.054728247123601,1.0584114021896327,1.0586093002108228,1.0587898203003197,False,False
2023-01-06 09:00:00,1.05124,1.05227,1.05072,1.05127,6653,0,0,1.0560529450102794,1.055046858769195,1.0544985262521755,1.0582795678983152,1.0584841870234667,1.0586707545105563,False,False
2023-01-06 10:00:00,1.05128,1.0531,1.05112,1.05186,6122,0,0,1.0558837342992062,1.0548642442482514,1.054304928732574,1.0581616096382034,1.0583718577423238,1.0585635465231178,False,False
2023-01-06 11:00:00,1.05185,1.05196,1.04968,1.05075,5796,0,0,1.0556589309293545,1.0546285259501018,1.0540399516762486,1.0580260439326044,1.0582432781956639,1.0584412617203225,False,False
2023-01-06 12:00:00,1.05075,1.05161,1.05032,1.05077,5040,0,0,1.0554269895167319,1.054407491811678,1.053826855710491,1.0578939179664568,1.0581178455137834,1.0583218841906716,False,False
2023-01-06 13:00:00,1.05077,1.05113,1.04924,1.04943,4396,0,0,1.0551808730523942,1.0541223985664676,1.053564136728865,1.0577404753126864,1.057972755613958,1.0581842838862694,False,False
2023-01-06 14:00:00,1.04947,1.04966,1.04832,1.04946,4832,0,0,1.054864699088888,1.0538553884359652,1.0532638111319896,1.0575910063838079,1.0578312880046485,1.0580500189226678,False,True
2023-01-06 15:00:00,1.04947,1.0545,1.04865,1.05426,13943,0,0,1.0548438158280433,1.0538785571498168,1.0529996168296392,1.0575311340804698,1.057772225898575,1.0579920068578423,False,False
2023-01-06 16:00:00,1.05426,1.05432,1.05011,1.05088,12486,0,0,1.0548138248466887,1.0537068752976153,1.0528341723359447,1.0574120827794842,1.0576587834853384,1.05788372664186,False,False
2023-01-06 17:00:00,1.05355,1.06125,1.05242,1.06019,16930,0,0,1.0551822856473692,1.0540780238853789,1.0528104616278167,1.05746160248495,1.0577002512960867,1.0579186553850648,False,False
2023-01-06 18:00:00,1.06018,1.06226,1.0596700000000001,1.06187,10129,0,0,1.0555874307831816,1.0545240550564492,1.0532031178536754,1.0575398717891895,1.057768248460435,1.0579781896271951,False,False
2023-01-06 19:00:00,1.06187,1.06382,1.06166,1.0637699999999999,5812,0,0,1.0560586356567185,1.055053262185246,1.053687161653044,1.057650048715968,1.0578656779874949,1.058065009634417,False,False
2023-01-06 20:00:00,1.06378,1.06437,1.06295,1.06378,4344,0,0,1.0565343058756698,1.055552704769595,1.054217285969898,1.0577580338434331,1.0579612610833014,1.0581502485054863,False,False
2023-01-06 21:00:00,1.06378,1.06479,1.06378,1.06456,4284,0,0,1.0570067482293823,1.056068158430444,1.0547645241616508,1.0578774008486735,1.0580674384237794,1.0582453774253124,False,False
2023-01-06 22:00:00,1.06456,1.06481,1.06427,1.06462,4243,0,0,1.0574532617745804,1.0565575073851416,1.0553084414720413,1.0579952832863089,1.0581724186174524,1.058339524510604,False,False
2023-01-06 23:00:00,1.06461,1.06461,1.06418,1.06427,1398,0,0,1.0578627486723158,1.056998792866766,1.0558160451967082,1.0581045822982729,1.0582696953996042,1.0584266919257908,False,False
2023-01-09 00:00:00,1.06394,1.06404,1.0636,1.06388,402,28,0,1.058216166100848,1.057392485530577,1.0562613865215889,1.0582048205936654,1.0583588251582732,1.0585064670609994,False,False
2023-01-09 01:00:00,1.06394,1.06628,1.06394,1.06623,2422,2,0,1.0586774878385294,1.0578980685550796,1.0567006702862527,1.0583436113095175,1.058483359556944,1.0586189266276274,False,False
2023-01-09 02:00:00,1.06623,1.06675,1.06516,1.06612,2834,0,0,1.0591392756269704,1.0583684038686374,1.0571845859598457,1.0584776300971601,1.0586036950659239,1.0587276458033423,False,False
2023-01-09 03:00:00,1.06613,1.06719,1.06551,1.06667,3721,1,0,1.0595997884435084,1.0588432669044434,1.0576608114137092,1.0586183337760877,1.0587302955689046,1.0588422401549196,False,False
2023-01-09 04:00:00,1.06667,1.0677699999999999,1.06663,1.0677,3225,1,0,1.0600671087311453,1.0593498548953564,1.0581738316410352,1.0587737853735504,1.0588705237744278,1.0589694724694838,False,False
2023-01-09 05:00:00,1.06769,1.06769,1.06659,1.06675,2960,1,0,1.0605030992877753,1.0597731055058561,1.0586551936070008,1.0589098625515774,1.0589932331153233,1.0590807403836953,False,False
2023-01-09 06:00:00,1.06673,1.06784,1.06667,1.06766,1525,0,0,1.0609227108004489,1.0602241722244599,1.0591135758539825,1.059058656988627,1.0591276910652836,1.0592028993595397,False,False
2023-01-09 07:00:00,1.06765,1.06831,1.06731,1.06772,2312,0,0,1.0613451833959884,1.0606528520460434,1.0595823221680323,1.0592054699725926,1.0592604959088523,1.0593236553846659,False,False
2023-01-09 08:00:00,1.06772,1.06863,1.06756,1.06818,2794,0,0,1.0617617763992828,1.0610833031257114,1.0600385374645858,1.0593571128157666,1.059397850909818,1.0594486925990214,False,False
2023-01-09 09:00:00,1.06819,1.06949,1.06683,1.0673300000000001,7146,0,0,1.0622037070096473,1.0614405141362935,1.0604269003457094,1.0594914140162943,1.0595195588662738,1.059559502002318,False,False
2023-01-09 10:00:00,1.0673300000000001,1.06997,1.06725,1.06904,7753,0,0,1.0626477963156116,1.0618750651385658,1.0608170563176464,1.0596517681090292,1.0596651160492847,1.059692250132644,False,False
2023-01-09 11:00:00,1.06904,1.06936,1.06599,1.06724,6501,0,0,1.0630315961933374,1.062181828973611,1.0611128422094525,1.0597788198086229,1.0597805210694529,1.059797508968666,False,False
2023-01-09 12:00:00,1.06727,1.06766,1.06614,1.0669,5607,0,0,1.0632962359392235,1.0624516013689393,1.0614002816412291,1.0598977008256463,1.0598886127604554,1.0598961641734561,False,False
2023-01-09 13:00:00,1.06693,1.06857,1.06675,1.06843,4980,0,0,1.0635977652648236,1.0627934184253371,1.0617061536806833,1.0600397270657624,1.0600178509017024,1.0600142358809475,False,False
2023-01-09 14:00:00,1.06839,1.06937,1.06809,1.0688900000000001,4428,0,0,1.0639277841030685,1.063141981306239,1.0620711404912502,1.0601866271579594,1.0601516433791591,1.0601365631121857,False,False
2023-01-09 15:00:00,1.0688900000000001,1.07319,1.06853,1.07252,8109,0,0,1.06445732114023,1.0636781389912682,1.062440404754334,1.0603907683560427,1.0603375425307022,1.0603065821641255,False,False
2023-01-09 16:00:00,1.07253,1.07383,1.07115,1.07282,8963,0,0,1.0649931580589325,1.0642007800320437,1.0629383331213897,1.0605959301957173,1.0605245459805148,1.0604777389428444,False,False
2023-01-09 17:00:00,1.07282,1.07493,1.07278,1.07403,8779,0,0,1.0655612327614596,1.064762702143967,1.0635009668049684,1.0608170782538757,1.0607262265247326,1.0606624164677854,False,False
2023-01-09 18:00:00,1.07403,1.07607,1.07402,1.07582,7489,0,0,1.0661619881692432,1.0653948154386763,1.0641023090873816,1.0610633950044701,1.060950913931018,1.060868213148068,True,False
2023-01-09 19:00:00,1.07582,1.07601,1.07399,1.07503,5864,0,0,1.066724956498165,1.065945617351241,1.0646675456981447,1.0612920972895667,1.0611598444458445,1.0610597949075542,False,False
2023-01-09 20:00:00,1.07503,1.07542,1.0737700000000001,1.07433,4485,0,0,1.0672220032584918,1.0664249053768875,1.0651878818437668,1.0615050423438976,1.0613546874769966,1.0612386752758654,False,False
2023-01-09 21:00:00,1.07431,1.07529,1.07415,1.07518,4913,0,0,1.0676831953546797,1.0669253741513458,1.065700184735201,1.0617278264723555,1.0615586053017583,1.0614259412616758,False,False
2023-01-09 22:00:00,1.07518,1.07539,1.07305,1.07311,6408,0,0,1.0681237316343217,1.067278899663894,1.0661203147919265,1.0619127958430195,1.061728476700885,1.0615823420439536,False,False
2023-01-09 23:00:00,1.07311,1.07353,1.07301,1.07318,1666,0,0,1.0684327587731104,1.0676162118410233,1.0665141353651935,1.0620954479673737,1.0618963856008363,1.0617370547528278,False,False
2023-01-10 00:00:00,1.07293,1.0732,1.07243,1.07315,1795,15,0,1.0687052536334265,1.0679325224197482,1.066852285383325,1.0622742205526652,1.062060915856996,1.0618887890540294,False,False
2023-01-10 01:00:00,1.07315,1.0738,1.07272,1.07325,1833,2,0,1.0689964636904192,1.068236463546114,1.067187677448993,1.0624512980164686,1.0622240368735059,1.0620393320331625,False,False
2023-01-10 02:00:00,1.07324,1.07382,1.07204,1.07275,3567,1,0,1.0692721672602246,1.0684944481517882,1.067465026382078,1.0626170639141084,1.0623770599353481,1.0621807880647245,False,False
2023-01-10 03:00:00,1.07274,1.07397,1.07259,1.07362,2950,1,0,1.0695406818090005,1.0687874098892503,1.067757955069567,1.062793758152374,1.0625400541984653,1.0623313755633899,False,False
2023-01-10 04:00:00,1.07362,1.07425,1.07212,1.07308,3550,0,0,1.069809848996239,1.0690327584427388,1.0680072734033288,1.0629585697051462,1.0626924403820042,1.0624724187659382,False,False
2023-01-10 05:00:00,1.07311,1.07343,1.07257,1.07324,2197,1,0,1.070016760639916,1.0692732255572468,1.0682680584531192,1.0631229377193372,1.0628445270368452,1.0626132639963524,False,False
